t,count
1421319282,3
1421319287,3
1421319292,3
1421319297,3
1421319302,3
1421319307,3
1421319312,3
1421319317,3
1421319322,3
1421319327,3
1421319332,3
1421319337,3
1421319342,3
1421319347,3
1421319352,3
1421319357,3
1421319362,3
1421319367,3
1421319372,3
1421319377,3
1421319382,3
1421319387,3
1421319392,3
1421319397,3
1421319402,3
1421319407,3
1421319412,3
1421319417,3
1421319422,3
1421319427,3
1421319432,3
1421319437,3
1421319442,3
1421319447,3
1421319452,3
1421319457,3
1421319462,3
1421319467,3
1421319472,3
1421319477,3
1421319482,3
1421319487,3
1421319492,3
1421319497,3
1421319502,3
1421319507,3
1421319512,3
1421319517,3
1421319522,3
1421319527,3
1421319532,3
1421319537,3
1421319542,3
1421319547,3
1421319552,3
1421319557,3
1421319562,3
1421319567,3
1421319572,3
1421319577,3
1421319582,3
1421319587,3
1421319592,3
1421319597,3
1421319602,3
1421319607,3
1421319612,3
1421319617,3
1421319622,3
1421319627,3
1421319632,3
1421319637,3
1421319642,3
1421319647,3
1421319652,3
1421319657,3
1421319662,3
1421319667,3
1421319672,3
1421319677,3
1421319682,3
1421319687,3
1421319692,3
1421319697,3
1421319702,3
1421319707,3
1421319712,3
1421319717,3
1421319722,3
1421319727,3
1421319732,3
1421319737,3
1421319742,3
1421319747,3
1421319752,3
1421319757,3
1421319762,3
1421319767,3
1421319772,3
1421319777,3
1421319782,3
1421319787,3
1421319792,3
1421319797,3
1421319802,3
1421319807,3
1421319812,3
1421319817,3
1421319822,3
1421319827,3
1421319832,3
1421319837,3
1421319842,3
1421319847,3
1421319852,3
1421319857,3
1421319862,3
1421319867,3
1421319872,3
1421319877,3
1421319882,3
1421319887,3
1421319892,3
1421319897,3
1421319902,3
1421319907,3
1421319912,3
1421319917,3
1421319922,3
1421319927,3
1421319932,3
1421319937,3
1421319942,3
1421319947,3
1421319952,3
1421319957,3
1421319962,3
1421319967,3
1421319972,3
1421319977,3
1421319982,3
1421319987,3
1421319992,3
1421319997,3
1421320002,3
1421320007,3
1421320012,3
1421320017,3
1421320022,3
1421320027,3
1421320032,3
1421320037,3
1421320042,3
1421320047,3
1421320052,3
1421320057,3
1421320062,3
1421320067,3
1421320072,3
1421320077,3
1421320082,3
1421320087,3
1421320092,3
1421320097,3
1421320102,3
1421320107,3
1421320112,3
1421320117,3
1421320122,3
1421320127,3
1421320132,3
1421320137,3
1421320142,3
1421320147,3
1421320152,3
1421320157,3
1421320162,3
1421320167,3
1421320172,3
1421320177,3
1421320182,3
1421320187,3
1421320192,3
1421320197,3
1421320202,3
1421320207,3
1421320212,3
1421320217,3
1421320222,3
1421320227,3
1421320232,3
1421320237,3
1421320242,3
1421320247,3
1421320252,3
1421320257,3
1421320262,3
1421320267,3
1421320272,3
1421320277,3
1421320282,3
1421320287,3
1421320292,3
1421320297,3
1421320302,3
1421320307,3
1421320312,3
1421320317,3
1421320322,3
1421320327,3
1421320332,3
1421320337,3
1421320342,3
1421320347,3
1421320352,3
1421320357,3
1421320362,3
1421320367,3
1421320372,3
1421320377,3
1421320382,3
1421320387,3
1421320392,3
1421320397,3
1421320402,3
1421320407,3
1421320412,3
1421320417,3
1421320422,3
1421320427,3
1421320432,3
1421320437,3
1421320442,3
1421320447,3
1421320452,3
1421320457,3
1421320462,3
1421320467,3
1421320472,3
1421320477,3
1421320482,3
1421320487,3
1421320492,3
1421320497,3
1421320502,3
1421320507,3
1421320512,3
1421320517,3
1421320522,3
1421320527,3
1421320532,3
1421320537,3
1421320542,3
1421320547,3
1421320552,3
1421320557,3
1421320562,3
1421320567,3
1421320572,3
1421320577,3
1421320582,3
1421320587,3
1421320592,3
1421320597,3
1421320602,3
1421320607,3
1421320612,3
1421320617,3
1421320622,3
1421320627,3
1421320632,3
1421320637,3
1421320642,3
1421320647,3
1421320652,3
1421320657,3
1421320662,3
1421320667,3
1421320672,3
1421320677,3
1421320682,3
1421320687,3
1421320692,3
1421320697,3
1421320702,3
1421320707,3
1421320712,3
1421320717,3
1421320722,3
1421320727,3
1421320732,3
