t,count
1421318997,10
1421319002,10
1421319007,10
1421319012,10
1421319017,10
1421319022,10
1421319027,10
1421319032,10
1421319037,10
1421319042,10
1421319047,10
1421319052,10
1421319057,10
1421319062,10
1421319067,10
1421319072,10
1421319077,10
1421319082,10
1421319087,10
1421319092,10
1421319097,10
1421319102,10
1421319107,10
1421319112,10
1421319117,10
1421319122,10
1421319127,10
1421319132,10
1421319137,10
1421319142,10
1421319147,10
1421319152,10
1421319157,10
1421319162,10
1421319167,10
1421319172,10
1421319177,10
1421319182,10
1421319187,10
1421319192,10
1421319197,10
1421319202,10
1421319207,10
1421319212,10
1421319217,10
1421319222,10
1421319227,10
1421319232,10
1421319237,10
1421319242,10
1421319247,10
1421319252,10
1421319257,10
1421319262,10
1421319267,10
1421319272,10
1421319277,10
1421319282,10
1421319287,10
1421319292,10
1421319297,10
1421319302,10
1421319307,10
1421319312,10
1421319317,10
1421319322,10
1421319327,10
1421319332,10
1421319337,10
1421319342,10
1421319347,10
1421319352,10
1421319357,10
1421319362,10
1421319367,10
1421319372,10
1421319377,10
1421319382,10
1421319387,10
1421319392,10
1421319397,10
1421319402,10
1421319407,10
1421319412,10
1421319417,10
1421319422,10
1421319427,10
1421319432,10
1421319437,10
1421319442,10
1421319447,10
1421319452,10
1421319457,10
1421319462,10
1421319467,10
1421319472,10
1421319477,10
1421319482,10
1421319487,10
1421319492,10
1421319497,10
1421319502,10
1421319507,10
1421319512,10
1421319517,10
1421319522,10
1421319527,10
1421319532,10
1421319537,10
1421319542,10
1421319547,10
1421319552,10
1421319557,10
1421319562,10
1421319567,10
1421319572,10
1421319577,10
1421319582,10
1421319587,10
1421319592,10
1421319597,10
1421319602,10
1421319607,10
1421319612,10
1421319617,10
1421319622,10
1421319627,10
1421319632,10
1421319637,10
1421319642,10
1421319647,10
1421319652,10
1421319657,10
1421319662,10
1421319667,10
1421319672,10
1421319677,10
1421319682,10
1421319687,10
1421319692,10
1421319697,10
1421319702,10
1421319707,10
1421319712,10
1421319717,10
1421319722,10
1421319727,10
1421319732,10
1421319737,10
1421319742,10
1421319747,10
1421319752,10
1421319757,10
1421319762,10
1421319767,10
1421319772,10
1421319777,10
1421319782,10
1421319787,10
1421319792,10
1421319797,10
1421319802,10
1421319807,10
1421319812,10
1421319817,10
1421319822,10
1421319827,10
1421319832,10
1421319837,10
1421319842,10
1421319847,10
1421319852,10
1421319857,10
1421319862,10
1421319867,10
1421319872,10
1421319877,10
1421319882,10
1421319887,10
1421319892,10
1421319897,10
1421319902,10
1421319907,10
1421319912,10
1421319917,10
1421319922,10
1421319927,10
1421319932,10
1421319937,10
1421319942,10
1421319947,10
1421319952,10
1421319957,10
1421319962,10
1421319967,10
1421319972,10
1421319977,10
1421319982,10
1421319987,10
1421319992,10
1421319997,10
1421320002,10
1421320007,10
1421320012,10
1421320017,10
1421320022,10
1421320027,10
1421320032,10
1421320037,10
1421320042,10
1421320047,10
1421320052,10
1421320057,10
1421320062,10
1421320067,10
1421320072,10
1421320077,10
1421320082,10
1421320087,10
1421320092,10
1421320097,10
1421320102,10
1421320107,10
1421320112,10
1421320117,10
1421320122,10
1421320127,10
1421320132,10
1421320137,10
1421320142,10
1421320147,10
1421320152,10
1421320157,10
1421320162,10
1421320167,10
1421320172,10
1421320177,10
1421320182,10
1421320187,10
1421320192,10
1421320197,10
1421320202,10
1421320207,10
1421320212,10
1421320217,10
1421320222,10
1421320227,10
1421320232,10
1421320237,10
1421320242,10
1421320247,10
1421320252,10
1421320257,10
1421320262,10
1421320267,10
1421320272,10
1421320277,10
1421320282,10
1421320287,10
1421320292,10
1421320297,10
1421320302,10
1421320307,10
1421320312,10
1421320317,10
1421320322,10
1421320327,10
1421320332,10
1421320337,10
1421320342,10
1421320347,10
1421320352,10
1421320357,10
1421320362,10
1421320367,10
1421320372,10
1421320377,10
1421320382,10
1421320387,10
1421320392,10
1421320397,10
1421320402,10
1421320407,10
1421320412,10
1421320417,10
1421320422,10
1421320427,10
1421320432,10
1421320437,10
1421320442,10
1421320447,10
1421320452,10
1421320457,10
1421320462,10
1421320467,10
1421320472,10
1421320477,10
1421320482,10
1421320487,10
1421320492,10
1421320497,10
1421320502,10
1421320507,10
1421320512,10
1421320517,10
1421320522,10
1421320527,10
1421320532,10
1421320537,10
1421320542,10
1421320547,10
1421320552,10
1421320557,10
1421320562,10
1421320567,10
1421320572,10
1421320577,10
1421320582,10
1421320587,10
1421320592,10
1421320597,10
1421320602,10
1421320607,10
1421320612,10
1421320617,10
1421320622,10
1421320627,10
1421320632,10
1421320637,10
1421320642,10
1421320647,10
1421320652,10
1421320657,10
1421320662,10
1421320667,10
1421320672,10
1421320677,10
1421320682,10
1421320687,10
1421320692,10
1421320697,10
1421320702,10
1421320707,10
1421320712,10
1421320717,10
1421320722,10
1421320727,10
1421320732,10
