t,count
1421319487,14
1421319492,14
1421319497,14
1421319502,14
1421319507,14
1421319512,14
1421319517,14
1421319522,14
1421319527,14
1421319532,14
1421319537,14
1421319542,14
1421319547,14
1421319552,14
1421319557,14
1421319562,14
1421319567,14
1421319572,14
1421319577,14
1421319582,14
1421319587,14
1421319592,14
1421319597,14
1421319602,14
1421319607,14
1421319612,14
1421319617,14
1421319622,14
1421319627,14
1421319632,14
1421319637,14
1421319642,14
1421319647,14
1421319652,14
1421319657,14
1421319662,14
1421319667,14
1421319672,14
1421319677,14
1421319682,14
1421319687,14
1421319692,14
1421319697,14
1421319702,14
1421319707,14
1421319712,14
1421319717,14
1421319722,14
1421319727,14
1421319732,14
1421319737,14
1421319742,14
1421319747,14
1421319752,14
1421319757,14
1421319762,14
1421319767,14
1421319772,14
1421319777,14
1421319782,14
1421319787,14
1421319792,14
1421319797,14
1421319802,14
1421319807,14
1421319812,14
1421319817,14
1421319822,14
1421319827,14
1421319832,14
1421319837,14
1421319842,14
1421319847,14
1421319852,14
1421319857,14
1421319862,14
1421319867,14
1421319872,14
1421319877,14
1421319882,14
1421319887,14
1421319892,14
1421319897,14
1421319902,14
1421319907,14
1421319912,14
1421319917,14
1421319922,14
1421319927,14
1421319932,14
1421319937,14
1421319942,14
1421319947,14
1421319952,14
1421319957,14
1421319962,14
1421319967,14
1421319972,14
1421319977,14
1421319982,14
1421319987,14
1421319992,14
1421319997,14
1421320002,14
1421320007,14
1421320012,14
1421320017,14
1421320022,14
1421320027,14
1421320032,14
1421320037,14
1421320042,14
1421320047,14
1421320052,14
1421320057,14
1421320062,14
1421320067,14
1421320072,14
1421320077,14
1421320082,14
1421320087,14
1421320092,14
1421320097,14
1421320102,14
1421320107,14
1421320112,14
1421320117,14
1421320122,14
1421320127,14
1421320132,14
1421320137,14
1421320142,14
1421320147,14
1421320152,14
1421320157,14
1421320162,14
1421320167,14
1421320172,14
1421320177,14
1421320182,14
1421320187,14
1421320192,14
1421320197,14
1421320202,14
1421320207,14
1421320212,14
1421320217,14
1421320222,14
1421320227,14
1421320232,14
1421320237,14
1421320242,14
1421320247,14
1421320252,14
1421320257,14
1421320262,14
1421320267,14
1421320272,14
1421320277,14
1421320282,14
1421320287,14
1421320292,14
1421320297,14
1421320302,14
1421320307,14
1421320312,14
1421320317,14
1421320322,14
1421320327,14
1421320332,14
1421320337,14
1421320342,14
1421320347,14
1421320352,14
1421320357,14
1421320362,14
1421320367,14
1421320372,14
1421320377,14
1421320382,14
1421320387,14
1421320392,14
1421320397,14
1421320402,14
1421320407,14
1421320412,14
1421320417,14
1421320422,14
1421320427,14
1421320432,14
1421320437,14
1421320442,14
1421320447,14
1421320452,14
1421320457,14
1421320462,14
1421320467,14
1421320472,14
1421320477,14
1421320482,14
1421320487,14
1421320492,14
1421320497,14
1421320502,14
1421320507,14
1421320512,14
1421320517,14
1421320522,14
1421320527,14
1421320532,14
1421320537,14
1421320542,14
1421320547,14
1421320552,14
1421320557,14
1421320562,14
1421320567,14
1421320572,14
1421320577,14
1421320582,14
1421320587,14
1421320592,14
1421320597,14
1421320602,14
1421320607,14
1421320612,14
1421320617,14
1421320622,14
1421320627,14
1421320632,14
1421320637,14
1421320642,14
1421320647,14
1421320652,14
1421320657,14
1421320662,14
1421320667,14
1421320672,14
1421320677,14
1421320682,14
1421320687,14
1421320692,14
1421320697,14
1421320702,14
1421320707,14
1421320712,14
1421320717,14
1421320722,14
1421320727,14
1421320732,14
